REGION_ID,REGION_CODE,REGION_NAME,TOTAL_CO2,POWER,INDUSTRY,SURFACE_TRANSPORT,PUBLIC,RESIDENTIAL,AVIATION
None,None,None,MTCO2/day,MTCO2/day,MTCO2/day,MTCO2/day,MTCO2/day,MTCO2/day,MTCO2/day
106,ROU,Romania,0.205340939573943,0.084206015,0.041392837,0.0480887412559241,0.0109569281339645,0.017855734,0.00284068495966494
107,RUS,Russian Federation,4.84616898745298,2.516821,0.84831387,0.806132547557354,0.0984231606125831,0.48274216,0.0937363430857658
108,SAU,Saudi Arabia,1.76688092201948,0.8442899,0.46299773,0.403420776128768,0,0.015319776,0.0408527366816997
109,SEN,Senegal,0.0354856403719168,0.009946247,0.010620024,0.0112938024103641,0.00012833866639994,0.0012833866,0.00221384200267493
110,SRB,Serbia,0.125500323920277,0.08677949,0.013695472,0.0166835742711555,0.00336161581799387,0.0039841374,0.000996034359559416
111,SGP,Singapore,0.543067695747595,0.062355947,0.0317937,0.388913044705987,0.00089559715706855,0.00044779858,0.0586616098880767
112,SVK,Slovakia,0.0991024781251326,0.0348438,0.026848482,0.0229001734405756,0.0057250433601439,0.00839015,0.000394830596633255
113,SVN,Slovenia,0.0411206824501277,0.014115465,0.0062076417,0.0169622815446928,0.00166064291261136,0.0019374167,0.000237234708038158
114,ZAF,South Africa,1.31942186132073,0.8390498,0.15371905,0.174214927479624,0.0589256398379802,0.069173574,0.0243388507515192
115,SSD,South Sudan,0.00578550447607995,0.002116398,0.00016910686,0.0023931183386594,0.000256222527241334,3.07E-05,0.000819912092993035
116,ESP,Spain,0.831892283633351,0.2755827,0.11096796,0.29836419224739,0.0448281168937683,0.04703278,0.0551165360957384
117,LKA,Sri Lanka,0.073370573350985,0.026441576,0.0046096696,0.0339322895742952,0.00179264938924461,0.0020487423,0.00454564661049516
118,SDN,Sudan,0.0599093812925275,0.014472814,0.008591432,0.0314250369265209,0.00196046102792024,0.001037891,0.00242174591403454
119,SUR,Suriname,0.00523318790510529,0.0020169069,0.00030841053,0.00193858036072924,0.000861591252032667,0.00010769891,0
120,SWE,Sweden,0.141402137116529,0.028212985,0.022930076,0.0764335878193378,0.00415888661518693,0.00044960936,0.00921699195168912
121,CHE,Switzerland,0.11466125032166,0.008081851,0.018285185,0.0405102744698524,0.0121227754279971,0.02161895,0.0140422154800035
122,SYR,Syria,0.0789426098344847,0.04051716,0.009993715,0.0174309004796668,0.00418341625481843,0.006120183,0.000697236042469739
123,TWN,Tapei,0.787059137073811,0.49811965,0.12565857,0.112114544957876,0.0142964851111173,0.011286698,0.0255831847316585
124,TJK,Tajikistan,0.0151464963855687,0.0022839955,0.0048685167,0.00277986307628452,0.00252441596239805,0.0025544686,0.000135236565256491
125,TZA,Tanzania,0.0356133512686938,0.0072596446,0.009280018,0.0156835721572861,0.000205461634323,0.0013012569,0.00188339839223772
126,THA,Thailand,0.841787070035934,0.3150779,0.20136558,0.231372993439435,0.03158675506711,0.013424372,0.0489594731479883
127,TGO,Togo,0.0105067303302348,6.56E-05,0.0032494077,0.00550620089052245,0,0.00074914296,0.00093642872525379
128,TTO,Trinidad and Tobago,0.134481353226874,0.078854434,0.017986434,0.0284685948863625,0.000119115466077346,0.0023823092,0.00667046592570841
129,TUN,Tunisia,0.088846951155574,0.02699148,0.025520789,0.0222333657002309,0.00579624716192483,0.0060557807,0.00224929000250995
130,TUR,Turkey,1.21063377475366,0.44694912,0.29913914,0.229926561471074,0.0950206741690635,0.098539956,0.0410583168268203
131,TKM,Turkmenistan,0.223483369685709,0.08076921,0.011382111,0.0365540869534015,0.0886491313576698,0.0015322072,0.00459662172943353
132,UKR,Ukraine,0.618954122532159,0.30392867,0.12329763,0.0900072678923606,0.0215770862996578,0.07767751,0.00246595265343785
133,ARE,United Arab Emirates,0.761010277550667,0.25235575,0.19546303,0.242216445505619,0,0.00281647,0.0681585760321468
134,GBR,United Kingdom,1.15788901876658,0.32607818,0.11838507,0.363462910056114,0.0654233247041702,0.18069299,0.10384655278176
135,USA,USA,15.2991297245025,6.3808203,1.4542334,5.01562178134918,0.801312327384948,0.890347,0.756794929504394
136,URY,Uruguay,0.0209647495394165,0.0010273107,0.0033863208,0.0125369963934645,0.001750233117491,0.0012746264,0.000989262163784587
137,UZB,Uzbekistan,0.25029170315247,0.1272712,0.037006166,0.0142523748800158,0.0182530414313077,0.05250875,0.0010001667542383
138,VEN,Venezuela,0.390821946086362,0.1684184,0.08630018,0.115953977685421,0.00418194709345698,0.012165665,0.0038017698097974
139,VNM,Vietnam,0.574687153333798,0.18288074,0.24176493,0.0939882465172559,0.0175520218908786,0.026044935,0.0124562727287411
140,YEM,Yemen,0.0287827605206985,0.009973949,0.005389822,0.008362558321096,0.000889042858034372,0.004111823,5.56E-05
141,ZMB,Zambia,0.0145812055434362,0.0038529905,0.0055574733,0.00233471160754561,0.00256388587877154,2.86E-05,0.000243497546762228
142,ZWE,Zimbabwe,0.0342347663245163,0.017671725,0.005644201,0.00729042571038007,0.0021501719020307,0.0008399109,0.000638332217931747
228,EU27,EU27,9.45184520144994,3.38250235700979,1.27404476850642,2.724386867485,0.59666717753862,1.04262712626223,0.431616904647853
229,GLOBAL,Global,100.010896276251,44.3658657145661,22.1933802939456,20.7092327480186,4.23827909588271,5.6998450343849,2.80429338945327
